27-05- 2024 13:02:07 - __main__ - INFO - Element 800 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 801 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 802 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 803 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 804 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 805 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 806 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 807 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 808 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 809 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 810 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 811 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 812 gescraped.
27-05- 2024 13:02:08 - __main__ - INFO - Element 813 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 814 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 815 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 816 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 817 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 818 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 819 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 820 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 821 gescraped.
27-05- 2024 13:02:09 - __main__ - INFO - Element 822 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 823 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 824 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 825 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 826 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 827 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 828 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 829 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 830 gescraped.
27-05- 2024 13:02:10 - __main__ - INFO - Element 831 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 832 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 833 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 834 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 835 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 836 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 837 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 838 gescraped.
27-05- 2024 13:02:11 - __main__ - INFO - Element 839 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 840 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 841 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 842 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 843 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 844 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 845 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 846 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 847 gescraped.
27-05- 2024 13:02:12 - __main__ - INFO - Element 848 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 849 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 850 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 851 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 852 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 853 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 854 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 855 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 856 gescraped.
27-05- 2024 13:02:13 - __main__ - INFO - Element 857 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 858 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 859 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 860 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 861 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 862 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 863 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 864 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 865 gescraped.
27-05- 2024 13:02:14 - __main__ - INFO - Element 866 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 867 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 868 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 869 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 870 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 871 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 872 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 873 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 874 gescraped.
27-05- 2024 13:02:15 - __main__ - INFO - Element 875 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 876 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 877 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 878 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 879 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 880 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 881 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 882 gescraped.
27-05- 2024 13:02:16 - __main__ - INFO - Element 883 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 884 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 885 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 886 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 887 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 888 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 889 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 890 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 891 gescraped.
27-05- 2024 13:02:17 - __main__ - INFO - Element 892 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 893 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 894 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 895 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 896 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 897 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 898 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 899 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 900 gescraped.
27-05- 2024 13:02:18 - __main__ - INFO - Element 901 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 902 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 903 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 904 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 905 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 906 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 907 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 908 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 909 gescraped.
27-05- 2024 13:02:19 - __main__ - INFO - Element 910 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 911 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 912 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 913 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 914 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 915 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 916 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 917 gescraped.
27-05- 2024 13:02:20 - __main__ - INFO - Element 918 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 919 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 920 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 921 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 922 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 923 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 924 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 925 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 926 gescraped.
27-05- 2024 13:02:21 - __main__ - INFO - Element 927 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 928 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 929 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 930 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 931 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 932 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 933 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 934 gescraped.
27-05- 2024 13:02:22 - __main__ - INFO - Element 935 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 936 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 937 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 938 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 939 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 940 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 941 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 942 gescraped.
27-05- 2024 13:02:23 - __main__ - INFO - Element 943 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 944 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 945 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 946 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 947 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 948 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 949 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 950 gescraped.
27-05- 2024 13:02:24 - __main__ - INFO - Element 951 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 952 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 953 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 954 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 955 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 956 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 957 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 958 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 959 gescraped.
27-05- 2024 13:02:25 - __main__ - INFO - Element 960 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 961 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 962 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 963 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 964 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 965 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 966 gescraped.
27-05- 2024 13:02:26 - __main__ - INFO - Element 967 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 968 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 969 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 970 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 971 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 972 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 973 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 974 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 975 gescraped.
27-05- 2024 13:02:27 - __main__ - INFO - Element 976 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 977 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 978 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 979 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 980 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 981 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 982 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 983 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 984 gescraped.
27-05- 2024 13:02:28 - __main__ - INFO - Element 985 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 986 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 987 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 988 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 989 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 990 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 991 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 992 gescraped.
27-05- 2024 13:02:29 - __main__ - INFO - Element 993 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 994 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 995 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 996 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 997 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 998 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 999 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 1000 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 1001 gescraped.
27-05- 2024 13:02:30 - __main__ - INFO - Element 1002 gescraped.
27-05- 2024 13:02:31 - __main__ - INFO - Element 1003 gescraped.
27-05- 2024 13:02:31 - __main__ - INFO - Saving substances to substancesV4.json
27-05- 2024 13:02:31 - __main__ - INFO - Scraping finished
